OJO NO USAR ESTE,referencias ,,,PEDIDO SUR ,PEDIDO NORTE,,INVENT SUR mar 21,INVENT NTE ,FECHA VCMTO,PRECIO COMPRA,     precio venta ,IVA,PRECIO MALTERO,%,VR PEDIDO 
EUGENOL X 15 ML proquident,"PROQUIDENT $13101 //  EUFAR $10,985",,,,,PROQUIDENT,,4,06-2026,$13.101,$18.000,,,"0,37",$0
EUGENOL X 7 ML prodont,PRODONT  ,,,15,0,PRODONT  ,,0,02-2027,$8.970,$12.000,,,"0,34",$0
Explorador instrumental basico  Delta,EXD5,BASICO,,0,,DELTA ,0,,,$56.664,$95.000,,,"0,68",$0
eyector de conducto metalico,aquiles $6783 Gina  $6700,,,0,,JORGE aquiles,,35,,$6.783,$12.000,,,"0,77",$0
EYECTOR DE SALIVA  surtidos  (NO ENVIAR NARANJA),"(ENE/25) NEW STETIC $17017/ IMPORQ $11,000 / LA MUELA $14,500 / daza $12,971",PDTE,,,,NEW STETIC IMPORQ QUIRUDENT,0,,,$17.017,$24.000,,new stetic 20000,"0,41",$0
FACTUREROS,,,,0,,CENTRO PAPELERIA,,,,$702,$1.500,,,"1,14",$0
FELPA 3X35,242001,,,0,0,Masterdent AQUILES,,0,,$4.500,$7.000,,,"0,56",$0
FELPA 4X40,242002,,,0,0,Masterdent AQUILES,,13,,$6.897,$10.000,,,"0,45",$0
FELPA 4x50,242003,,,0,0,Masterdent AQUILES,,10,,$5.300,$7.000,,,"0,32",$0
FELPA PEQUENA PARA CONTRA ANGULO,IMPORTADO 1433,,,0,0,IMPORTADA,,30,,$1.433,$14.000,,$9.000,"8,77",$0
FELPA PEQUEÑA DE FIELTRO DURA PAQ X 20,241017,,,0,0,Masterdent AQUILES,,30,,$829,$2.000,,,"1,41",$0
FIBRA METAL REPUESTO PARA LAMPARA I-LED MAX woopecker,,$321.300,,0,0,DAZA,,4,,$321.300,,,,"-1,00",$0
FIBRA PARA LAMPARA,,,,0,0,IMPORTADA,,10,,$90.000,$90.000,,,"0,00",$0
fix RESINA  ortodoncia 2.5ml,ortho $35000,,,0,0,SOCCIDENTALES CLAUDIA ortho prof,,3,,$47.430,$78.000,EXC,$48.000,"0,64",$0
flameador,upegui 7800,,,0,0,jorge -AQUILES -upegui,,11,,$7.800,$12.000,,,"0,54",$0
fluofar chicle x 240 ml,EUFAR 12299 AQUILES 13566,,,0,0,AQUILES EUFAR,,4,,$12.299,$18.000,,,"0,46",$0
fluor  fluofar neutro 240 ML ,AQULIES $22848,,,0,0,ramon-aquiles  - eufar - proquident,,0,,$25.448,$35.000,,,"0,38",$0
fluor neutro 50 ML,EUFAR 11525 proquident 8935,,,0,0,ramon-aquiles PROQUIDENT EUFAR,,6,1/10/2026 12-2026 4-2028,$11.525,$15.000,,,"0,30",$0
formaletas plasticas  L,DYMA $5236 aquiles $6783,,,0,10,aquiles DYMA,,8,,$7.259,$11.000,,,"0,52",$72.590
formaletas plasticas M,DYMA $5236 aquiles $6783,,pedir dyma,0,6,aquiles DYMA,,10,,$7.259,$11.000,,,"0,52",$43.554
formaletas plasticas S,DYMA $5236 aquiles $6783,,,0,0,aquiles DYMA,,14,,$7.259,$11.000,,,"0,52",$0
FORMALETAS SILICONADAS SURTIDAS caja x 6,249014,,,0,0,Masterdent,,0,,$3.120,$3.500,,,"0,12",$0
FORMAS PLASTICAS ANTERORES Y POSTERIORES 1912 CAJA,,,,0,0,IMPORTADA,,5,,$43.730, $224.000,,,"4,12",$0
FORMAS PLASTICAS ANTERORES Y POSTERIORES 1913 X UNIDAD,,,,0,0,IMPORTADA,,5,,$364, $7.000,,,"18,21",$0
FORMAS PLASTICAS PEDIATRICAS # 11,,,,0,0,IMPORTADA,,5,,$1.108,$7.000,,,"5,32",$0
FORMAS PLASTICAS PEDIATRICAS # 12,,,,0,0,IMPORTADA,,0,,$4.656,$7.000,,,"0,50",$0
FORMAS PLASTICAS PEDIATRICAS # 13,,,,0,0,IMPORTADA,,0,,$4.656,$7.000,,,"0,50",$0
FORMAS PLASTICAS PEDIATRICAS # 21,,,,0,0,IMPORTADA,,0,,$4.656,$7.000,,,"0,50",$0
FORMAS PLASTICAS PEDIATRICAS # 22,,,,0,0,IMPORTADA,,0,,$4.656,$7.000,,,"0,50",$0
FORMAS PLASTICAS PEDIATRICAS # 23,,,,0,0,IMPORTADA,,0,,$4.656,$7.000,,,"0,50",$0
FORMAS PLASTICAS PEDIATRICAS # 31,,,,0,0,IMPORTADA,,0,,$4.656,$7.000,,,"0,50",$0
FORMAS PLASTICAS PEDIATRICAS # 32,,,,0,0,IMPORTADA,,0,,$4.656,$7.000,,,"0,50",$0
FORMAS PLASTICAS PEDIATRICAS # 41,,,,0,0,IMPORTADA,,0,,$4.656,$7.000,,,"0,50",$0
FORMAS PLASTICAS PEDIATRICAS # 42,,,,0,0,IMPORTADA,,0,,$4.656,$7.000,,,"0,50",$0
Formol X 250 ML ,,,,0,,CENTRO,,,,$1.500,$3.000,,,"1,00",$0
FOSFATO DE ZINC oxifosfato LEE SMITH,aquiles $32800 DYMA $26500,,PEDIR DYMA,0,,RAMON DORA AQUILES dyma,,,,$28.000,$35.000,EXC,,"0,25",$0
FOSFATO DE ZINC oxifosfato SELECTO DENT,,,,0,0,daza,,0,,$10.500,$15.000,,,"0,43",$0
FP3 plastico instrumental ,1300-20 x 13,,,0,,RAMON-upegui ,,,,$1.390,$4.000,,,"1,88",$0
FP3 teflon Espatula Resina instrumental Delta  ref# 12,TNPFIW3,,,0,,DELTA ,5,,,$89.131,$115.000,,$99.000,"0,29",$0
fresa  zecrya,,CARBURO,,0,0,ULTRADENTAL IMPORTADA,,0,,$12.971,$25.000,,,"0,93",$0
FRESA AZDENT,,,,0,0,IMPORTADA,,,, $402,$4.000,,,"8,94",$0
Fresa carburo 1/2 HP Tallo largo,,CARBURO,,0,,biodentaleS MDS masterdent ramon,,,,$8.161,$18.000,,$14.000,"1,21",$0
Fresa Carburo 169 L,,CARBURO,,0,0,IMPORTADA,,13,,$8.161,$18.000,,$14.000,"1,21",$0
fresa carburo 245  FG Tallo Corto pediatrica,,CARBURO,,0,,biodentaleS MDS  ramon,,,,$8.161,$18.000,,$14.000,"1,21",$0
fresa carburo 330 FG Tallo Corto pediatrica,,CARBURO,,0,,biodentaleS MDS  ramon,,,,$8.161,$18.000,,$14.000,"1,21",$0
fresa carburo 331 FG Tallo Corto,,CARBURO,,0,,biodentaleS MDS  ramon,,,,$8.161,$18.000,,$14.000,"1,21",$0
fresa carburo 331 L FG Tallo Corto,,CARBURO,,0,,biodentaleS MDS  ramon,,,,$8.161,$18.000,,$14.000,"1,21",$0
FRESA CARBURO FG 700  Tallo Corto,,CARBURO,,0,,biodentaleS MDS  ramon,,,,$8.161,$18.000,,$14.000,"1,21",$0
FRESA CARBURO FG 701  Tallo Corto,,CARBURO,,0,,biodentaleS MDS  ramon,,,,$8.161,$18.000,,$14.000,"1,21",$0
FRESA CARBURO FG 702  Tallo Corto,245034,CARBURO,,0,,biodentaleS MDS  ramon,,,,$8.161,$18.000,,$14.000,"1,21",$0
FRESA CARBURO FG 703  Tallo Corto,245035,CARBURO,,0,,biodentaleS MDS  ramon,,,,$8.161,$18.000,,$14.000,"1,21",$0
FRESA CARBURO HP 700 Tallo Largo,245032,CARBURO,,0,,biodentaleS MDS masterdent ramon,,,,$6.378,$18.000,,$14.000,"1,82",$0
FRESA CARBURO HP 701 Tallo Largo,245033,CARBURO,,0,,biodentaleS MDS masterdent ramon,,,,$6.378,$18.000,,$14.000,"1,82",$0
FRESA CARBURO HP 702 Tallo Largo,245034,CARBURO,,0,,biodentaleS MDS masterdent ramon,,,,$6.378,$18.000,,$14.000,"1,82",$0
FRESA CARBURO HP 703 Tallo Largo,245035,CARBURO,,0,,biodentaleS MDS masterdent ramon,,,,$6.378,$18.000,,$14.000,"1,82",$0
fresa carburo N° 1 FG  Tallo Corto,,CARBURO,,0,,biodentaleS MDS  ramon,,,,$8.161,$18.000,,$14.000,"1,21",$0
fresa carburo N° 1 HP Tallo largo,,CARBURO,,0,,biodentaleS MDS masterdent ramon,,,,$8.161,$18.000,,$14.000,"1,21",$0
fresa carburo N° 1/2 FG Tallo Corto pediatrica,,CARBURO,,0,,biodentaleS MDS  ramon,,,,$8.161,$18.000,,$14.000,"1,21",$0
fresa carburo N° 1/4 FG Tallo Corto pediatrica,,CARBURO,,0,,biodentaleS MDS  ramon,,,,$8.161,$18.000,,$14.000,"1,21",$0
fresa carburo N° 1P FG Tallo Corto  pediatrica,,CARBURO,,0,,biodentaleS MDS  ramon,,,,$8.161,$18.000,,$14.000,"1,21",$0
fresa carburo N° 2 FG Tallo Corto,,CARBURO,,0,,biodentaleS MDS  ramon,,,,$8.161,$18.000,,$14.000,"1,21",$0
fresa carburo N° 2 HP tallo largo,245037,CARBURO,,0,0,masterdent,,revisar,,$6.378,$18.000,,$14.000,"1,82",$0
fresa carburo N° 2P FG Tallo Corto pediatrica,,CARBURO,,0,,biodentaleS MDS  ramon,,,,$8.161,$18.000,,$14.000,"1,21",$0
fresa carburo N° 3  FG Tallo Corto,,CARBURO,,0,,biodentaleS MDS  ramon,,,,$8.161,$18.000,,$14.000,"1,21",$0
fresa carburo N° 3  HP Tallo largo,,CARBURO,,0,,biodentaleS MDS masterdent ramon,,,,$8.161,$18.000,,$14.000,"1,21",$0
fresa carburo N° 3P FG Tallo Corto pediatrica,,CARBURO,,0,,biodentaleS MDS  ramon,,,,$8.161,$18.000,,$14.000,"1,21",$0
fresa carburo N° 4 FG  Tallo Corto,,CARBURO,,0,,biodentaleS MDS  ramon,,,,$8.161,$18.000,,$14.000,"1,21",$0
fresa carburo N° 4 HP tallo largo,245039,CARBURO,,0,,biodentaleS MDS masterdent ramon,,,,$6.378,$18.000,,$14.000,"1,82",$0
fresa carburo N° 5 FG Tallo Corto  ,,CARBURO,,0,,biodentaleS MDS  ramon,,,,$8.161,$18.000,,$14.000,"1,21",$0
fresa carburo N° 5 HP tallo largo,,CARBURO,,0,,biodentaleS MDS masterdent ramon,,,,$8.161,$18.000,,$14.000,"1,21",$0
fresa carburo N° 6 FG  Tallo Corto,,CARBURO,,0,,biodentaleS MDS  ramon,,,,$8.161,$18.000,,$14.000,"1,21",$0
fresa carburo N° 6 HP tallo largo,245041,CARBURO,,0,,biodentaleS MDS masterdent ramon,,,,$6.378,$18.000,,$14.000,"1,82",$0
fresa carburo N° 7 FG tallo corto,,CARBURO,,0,,biodentaleS MDS  ramon,,,,$8.161,$18.000,,$14.000,"1,21",$0
fresa carburo N° 7 HP tallo largo,,CARBURO,,0,,biodentaleS MDS masterdent ramon,,,,$8.161,$18.000,,$14.000,"1,21",$0
fresa carburo N° 8 FG   Tallo Corto,,CARBURO,,0,,biodentaleS MDS  ramon,,,,$8.161,$18.000,,$14.000,"1,21",$0
fresa carburo N° 8 HP tallo largo,245043,CARBURO,,0,,biodentaleS MDS masterdent ramon,,,,$6.378,$18.000,,$14.000,"1,82",$0
Fresa contorno anatomico 893H,,,,0,0,DENTAL SUPPLIER,,100,,$2.800,$12.000,,,"3,29",$0
FRESA CONTORNO ANATOMICO AMARILLA 893EF -023 JOTA,,walbin,,,,jota new stetic,0,,,$11.305,$16.000,,,,
Fresa de diamante jota ,$64.000,walbin,,,,NEW STETIC,0,,,$10.710,$16.000,,,"0,49",$0
FRESA DESGASTE Y ACABADO AMARILLA 820EF -031 JOTA,,walbin,,,,jota new stetic,0,,,$11.305,$16.000,,,,
Fresa Diamante Alpen redonda,,,,0,0,ULTRADENTAL,,,,$13.628,$18.000,,,"0,32",$0
Fresa diamante Interproximal - strauss,,,,0,0,ABRAHAM,,10,,$10.670,$14.000,,,"0,31",$0
Fresa diamante punta activa - strauss,,,,0,0,ABRAHAM,,,,$10.670,$14.000,,,"0,31",$0
Fresa diamante talla - strauss,,,,0,0,ABRAHAM,,,,$10.670,$14.000,,,"0,31",$0
FRESA DIATECH COLTENE,,,,0,0,ULTRADENTAL ,,,,$10.710,$18.000,,$14.000,"0,68",$0
Fresa Endo Z Angelus ,,,,0,0,abraham,,,,$22.230,$28.000,,,"0,26",$0
FRESA ENDO Z IMPORTADA,,CARBURO,,0,0,ULTRADENTAL IMPORTADA,,,,$13.090,$25.000,,$20.000,"0,91",$0
Fresa Endo Z Jota ,,,,,,NEW STETIC,0,,,$29.155,$46.000,,,"0,58",$0
FRESA ENDO Z MAILLEFER,,Endo kit 23,,0,,dentsplay ramon,,,,$45.339,$56.000,,,"0,24",$0
FRESA LLAMA AMARILLA 830EF.FG.021 JOTA,,walbin,,,,jota new stetic,0,,,$10.710,$16.000,,,,
FRESA LLAMA AMARILLA 862F.FG.014 JOTA,,walbin,,,,jota new stetic,0,,,$10.710,$16.000,,,,
FRESA LLAMA ROJA 830F.FG.023 JOTA ,,walbin,,,,jota new stetic,0,,,$10.710,$16.000,,,,
FRESA LLAMA ROJA 862EF.FG.014 JOTA,,walbin,,,,jota new stetic,0,,,$10.710,$16.000,,,,
FRESA LN  L N MAILLEFER  CAJA X 6 UNIDAD,,,,0,,Dentsplay IMPORTADA RAMON,,,,$86.430,$102.000,,,"0,18",$0
FRESA MANI,,,,0,0,IMPORTADA,,,,$674,$4.000,,,"4,93",$0
FRESA MULTI HOJAS  JOTA CARBURO FG C375R.018,$50.000,walbin,,,,jota new stetic,0,,,$29.155,$50.000,,,"0,71",$0
fresa para pulir amalgama,,,,0,0,aquiles,,,,$2.500,$3.500,,,"0,40",$0
fresa para pulir amalgama,,,,0,0,Masterdent,,,,$2.500,$3.500,,,"0,40",$0
fresa punto contacto ,,,,0,0,abraham ,,,,$10.670,$14.000,,,"0,31",$0
fresa tambor,,,,0,,ABRAHAM ramon,,,,$1.800,$4.000,,,"1,22",$0
FRESA TRANSMETALICA  847 - 016,,CARBURO,,0,,Ramon / Abraham  IMPORTADA ultradental ,,,,$12.706,$25.000,,$22.000,"0,97",$0
Fresero color 60 huecos,,,,0,,CLAUDIA - RAMON,,,,$21.000,$45.000,,,"1,14",$0
Fresero color autoclavable 30 huecos,LA MUELA $33900 IMPORT $13691,,,0,,CLAUDIA - RAMON la muela IMPORTADO,,,,$14.700,$45.000,,,"2,06",$0
Fresero de color 21 huecos ,,,,0,,CLAUDIA - RAMON,,,,$9.400,$25.000,,,"1,66",$0
fresero jota 42 huecos,,walbin,,,,NEW STETIC,0,,,$55.216,$70.000,,,"0,27",$0
Fresero metalico gris  REDONDO ,,,,0,,RAMON-AQUILES,,,,$10.115,$16.000,,,"0,58",$0
Fresero para gates o pesso color,,,,0,,CLAUDIA - RAMON,,,,$7.200,$20.000,,,"1,78",$0
FUJI 1 CEMENTANTE BLANCO LETRA ROJA,masdental $158900 la muela promo $121500,,,0,,LA MUELA Ramon MasDental,,,11-2026,$121.500,$165.000,exc,$145.000,"0,36",$0
FUJI 2 RESTAURATIVO BLANCO CON VERDE AUTO,promo $121500,,,0,,LA MUELA Ramon MasDental,,,5-2026,$121.500,$165.000,exc,$145.000,"0,36",$0
FUJI 2 RESTAURATIVO CAJA NEGRA FOTO,promo $121500,,,0,,LA MUELA Ramon MasDental,,,,$121.500,$165.000,exc,$145.000,"0,36",$0
FUJI 9 VERDE,promo $121500,,,0,,LA MUELA Ramon MasDental,,,,$121.500,$165.000,exc,$145.000,"0,36",$0
FUJI LINING AZUL  BASE INTERMEDIA ,promo $144675,,,0,,LA MUELA Ramon MasDental,,,,$150.462,$190.000,exc,$170.000,"0,26",$0
FUJI PLUS MULTIPROPOSITO MINI PACK ,promo $161250,,,precio,169312,la muela MASDENTAL ,,0,,$161.250,$220.000,exc,$178.000,"0,36",$27.301.560.000
GAFAS  PROTECTORAS  DE FOTOCURADO ROJAS,muela $7950,,,0,0,Upegui Aquiles,,60,,$11.900,$18.000,,,"0,51",$0
Gafas lupa de aumento blanca electrica recargable,,,,0,0,IMPORTADO,,,,$381.000,$550.000,,,,
GAFAS PACIENTE COLOR COD 813 - 7617 negras ,hoyostool $2500,,,0,,CENTRO HOYOSTOOL,,,,$3.203,$10.000,,,"2,12",$0
Gancho para revelar  1 pata,,,,0,,RAMON JORGE,,,,$2.500,$3.500,,,"0,40",$0
Gancho para revelar 2 patas,,,,0,,RAMON,,,,$3.500,$5.000,,,"0,43",$0
garhox desinfectantes superficies x 3.850 ml GALON,,,,0,1,nuria,,0,,$35.000,$52.000,EXC,,"0,49",$35.000
Gasa estéril ( 10 x 10),,,,0,0,clay ,,,,$627,$1.000,,,"0,59",$0
Gasa estéril ( 7.5 x 7.5) paq x 50,,,,0,0,clay ,,550,,$412,$1.000,,,"1,42",$0
Gasa estéril ( 7.5 x 7.5) paquete x 20,mundial $8000,,,0,5,clay  mundial,,0,,$400,$1.000,,,"1,50",$2.000
GASAS  x 200,,,,0,100,DAZA IMPORQ,,141,06-2027,$3.000,$7.000,,,"1,33",$300.000
Gasas Esteril pte x 2 und caja x 100 ,Allers $216,,,0,0,ALLERS,,,,$197,$1.000,,,"4,08",$0
Gates No 1 CAJA X 6,,,,0,0,ABRAHAM - IMPORTADA,,7,,$7.950,$12.000,,,"0,51",$0
Gates No 2 CAJA X 6,,,,0,0,ABRAHAM - IMPORTADA,,9,,$7.950,$12.000,,,"0,51",$0
Gates No 3 CAJA X 6,,,,0,0,ABRAHAM - IMPORTADA,,1,,$7.950,$12.000,,,"0,51",$0
Gates No 4 UNIDAD,,,,0,0,ABRAHAM - IMPORTADA,,0,,$7.950,$12.000,,,"0,51",$0
Gates No 5 UNIDAD,,,,0,0,ABRAHAM - IMPORTADA,,0,,$7.950,$10.000,,,"0,26",$0
Gates No 6 UNIDAD,,,,0,0,ABRAHAM - IMPORTADA,,0,,$7.950,$12.000,,,"0,51",$0
GEL ANCTIBACTERIAL X 120 ML  BACTERIGEL ,,,,0,0,otro,,0,,$3.800,$6.500,,,"0,71",$0
Gel antibacterial 1000 ml  PROQUIDENT,,,,,,PROQUIDENT,,0,,$6.078,$12.000,,,"0,97",$0
Gel antibacterial 300 ml  PROQUIDENT,,AGOTADO,,,,PROQUIDENT,,0,,$5.561,$9.000,,,"0,62",$0
Gel antibacterial 50 ml brisa fresca PROQUIDENT,,,,,,PROQUIDENT,,8,,$2.125,$3.000,,,"0,41",$0
Gel antibacterial 500 ml  PROQUIDENT,,,,,,PROQUIDENT,,0,,$6.078,$12.000,,,"0,97",$0
GELATAM HEMOSPON  CAJA X 40U,,,,0,0,soccidentales,,1,,$75.440,$125.000,EXC,$98.000,"0,66",$0
GELATAM HEMOSPON tira X 10,,,,0,0,soccidentales,,0,,$31.250,$40.000,EXC,$28.000,"0,28",$0
GELATAM HEMOSPON unidad,,,,0,0,soccidentales,,0,,$3.125,$7.000,EXC,$4.000,"1,24",$0
GELATAMP ROEKO monodosis (x 20),,,,0,0,ultradental,,,,$3.290,$7.000,,,"1,13",$0
GLICERINA porcion,san jorge solo en gotero $2600,,pedir san jorge,0,,DROGUERIA SAN JORGE centro,,,,$500,$2.500,,,"4,00",$0
Glutacides 1000 ml proquident glutaraldehido ,LITRO,,,,,PROQUIDENT,,27,05-2027,$13.059,$18.000,,$16.000,"0,38",$0
Glutacides 3.8 GALON proquident glutaraldehido ,GALON,,,,,PROQUIDENT,,4,,$29.178,$36.000,,,"0,23",$0
GLUTARALDEHIDO BACTIXIDE PRODONT x 500 cc (YA MEZCLADA),MEDIO LITRO,BORRAR,,0,0,PRODONT,,0,,$1,$1,,,"0,00",$0
GLUTARALDEHIDO glutarbio x 500 ml organica,MEDIO LITRO,,,0,20,nuria,,31,02-2026,$10.500,$16.000,EXC,$14.000,"0,52",$210.000
Glutaraldehido x 3.850 ml galon organica  GRANDE ,GALON,AGOTADO,,0,0,nuria,,9,,$25.000,$36.000,EXC,,"0,44",$0
godiva isofuncional rosada GC ,GC ,prono $17185,,0,15,La Muela ,,2,,$18.331,$30.000,,$24.000,"0,64",$274.960
godiva roja x 8,,,,0,0,marleny dentales ID ,,69,,$7.600,$10.000,exc,,"0,32",$0
godiva verde Kerr,gabriel velasq $5607,,,0,0,RAMON Pluss Dent,3,,03-2029,$4.109,$8.000,,$6.000,"0,95",$0
GORRO ANTIFLUIDO BLANCO CON MOÑO  ,,,,0,0,BIOSALUD,,revisar,,$6.000,$15.000,,,"1,50",#REF!
GORRO ANTIFLUIDO BLANCO DE TIRA ,,,,0,0,BIOSALUD,,revisar,,$5.000,$12.000,,,"1,40",$0
GORRO ANTIFLUIDO BLANCO TIRAS  TOALLA,,,,0,0,BIOSALUD,,4,,$8.000,$15.000,,,"0,88",$0
"GORRO ANTIFLUIDO BLANCO, MOÑO TOALLA",,,,0,0,BIOSALUD,,revisar,,$9.000,$18.000,,,"1,00",$0
GORRO ANTIFLUIDO ESTAMPADO CON MOÑO MUJER,,,,0,0,BIOSALUD,,13,,$7.000,$18.000,,,"1,57",#REF!
GORRO ANTIFLUIDO ESTAMPADO DE TIRA HOMBRE,,,,0,0,BIOSALUD,,11,,$6.000,$15.000,,,"1,50",$0
GORRO BLANCO TELA DE TIRA DACRON,NO PEDIR,,,0,0,BIOSALUD,,revisar,,$2.000,$8.000,,,"3,00",$0
gorro BPM X 25 UNIDADES,,,,0,0,clay ,,revisar,,$325,$500,,,"0,54",$0
Gorro desechable  estampado NIÑO,NO PEDIR,,,0,0,BIOSALUD,,revisar,,$350,$1.000,,,"1,86",$0
GORRO DESECHABLE  TIRA AZUL,,,,0,0,BIOSALUD,,revisar,,$350,$500,,,"0,43",$0
GORRO DESECHABLE CON MOÑO AZUL,,,,0,0,BIOSALUD,,revisar,,$1.000,$1.500,,,"0,50",#REF!
GORRO DESECHABLE CON MOÑO BLANCO ,,,,0,0,BIOSALUD,,8,,$1.000,$1.500,,,"0,50",$0
Gorro desechable Resorte Redondo AZUL,,,,0,0,BIOSALUD ,,revisar,,$350,$500,,,"0,43",$0
Gorro desechable Tira BLANCO ,,,,0,0,BIOSALUD ,,31,,$350,$500,,,"0,43",$0
GORRO TIPO ORUGA AZUL PTE X 100,(ENE 25) imporquirugica $100 / new st $137 // biosalud $140 // MUNDIAL azul $9.500,,,,,imporq  new stetic BIOSALUD MUNDIAL,0,,,$137,$500,,,"2,65",$0
gota reveladora ,,,pedir,0,20,gabriel vel,,8,05-2027,$6.188,$8.000,,,"0,29",$123.760
GOTAS REVELADORAS DITONOS,"AQUILES $11,400",,,0,0,EUFAR,,0,,$12.337,$15.000,,,"0,22",
gotero de 20cc para empacar #16 ,,,,0,,centro otorgo,,,,$240,$1.000,,,"3,17",$0
GRAMERA DIGITAL caja gris y negro ,,,,0,0,centro HOYOSTOOL,,,,,$45.000,,,,
Grapa B4 - B 4 COLTENE,,,pedi nov 6,0,10,ULTRADENTAL,,2,,$53.550,$76.000,,,"0,42",$535.500
Grapas  (hufriedy) ,,,,0,,Ramon,,,,$100.000,$145.000,,,"0,45",$0
GRAPAS # 0,,,,0,0,IMPORTADA GRAPA ,,,,$3.016,$10.000,,,"2,32",$0
GRAPAS # 00,,,,0,0,IMPORTADA GRAPA ,,,,$2.936,$10.000,,,"2,41",$0
GRAPAS # 1,,,,0,0,IMPORTADA GRAPA ,,,,$3.016,$10.000,,,"2,32",$0
GRAPAS # 12A,,,,0,0,IMPORTADA GRAPA ,,,,$3.016,$10.000,,,"2,32",$0
GRAPAS # 14,,,,0,0,IMPORTADA GRAPA ,,,,$3.016,$10.000,,,"2,32",$0
GRAPAS # 14A,,,,0,0,IMPORTADA GRAPA ,,,,$3.016,$10.000,,,"2,32",$0
Grapas # 1A ,,,,0,0,IMPORTADA GRAPA ,,,,$3.016,$10.000,,,"2,32",$0
GRAPAS # 2,,,,0,0,IMPORTADA GRAPA ,,,,$3.016,$10.000,,,"2,32",$0
Grapas # 200,,,,0,0,IMPORTADA GRAPA ,,,,$3.016,$10.000,,,"2,32",$0
Grapas # 201,,,,0,0,IMPORTADA GRAPA ,,,,$4.000,$10.000,,,"1,50",$0
Grapas # 202,,,,0,0,IMPORTADA GRAPA ,,,,$3.016,$10.000,,,"2,32",$0
Grapas # 203,,,,0,0,IMPORTADA GRAPA ,,,,$3.016,$10.000,,,"2,32",$0
Grapas # 204,,,,0,0,IMPORTADA GRAPA ,,,,$3.016,$10.000,,,"2,32",$0
Grapas # 205,,,,0,0,IMPORTADA GRAPA ,,,,$3.016,$10.000,,,"2,32",$0
Grapas # 206,,,,0,0,IMPORTADA GRAPA ,,,,$3.016,$10.000,,,"2,32",$0
Grapas # 207,,,,0,0,IMPORTADA GRAPA ,,,,$3.016,$10.000,,,"2,32",$0
Grapas # 208,,,,0,0,IMPORTADA GRAPA ,,,,$3.016,$10.000,,,"2,32",$0
Grapas # 209,,,,0,0,IMPORTADA GRAPA ,,,,$3.016,$10.000,,,"2,32",$0
Grapas # 210 ,,,,0,0,IMPORTADA GRAPA ,,,,$3.016,$10.000,,,"2,32",$0
Grapas # 211,,,,0,0,IMPORTADA GRAPA ,,,,$3.016,$10.000,,,"2,32",$0
Grapas # 212,,,,0,0,IMPORTADA GRAPA ,,,,$3.016,$10.000,,,"2,32",$0
Grapas # 2A,,,,0,0,IMPORTADA GRAPA ,,,,$3.016,$10.000,,,"2,32",$0
GRAPAS # 3,,,,0,0,IMPORTADA GRAPA ,,,,$2.936,$10.000,,,"2,41",$0
GRAPAS # 6,,,,0,0,IMPORTADA GRAPA ,,,,$4.000,$10.000,,,"1,50",$0
GRAPAS # 7,,,,0,0,IMPORTADA GRAPA ,,,,$3.016,$10.000,,,"2,32",$0
GRAPAS # 7A,,,,0,0,IMPORTADA GRAPA ,,,,$3.016,$10.000,,,"2,32",$0
GRAPAS # 8,,,,0,0,IMPORTADA GRAPA ,,,,$3.016,$10.000,,,"2,32",$0
GRAPAS # 8A,,,,0,0,IMPORTADA GRAPA ,,,,$2.936,$10.000,,,"2,41",$0
Grapas # 9,,,,0,0,IMPORTADA GRAPA ,,,,$3.016,$10.000,,,"2,32",$0
GRAPAS # 9 marip,,,,0,0,IMPORTADA GRAPA ,,,,$3.016,$10.000,,,"2,32",$0
GRAPAS # W 3,,,,0,0,IMPORTADA GRAPA ,,,,$3.016,$10.000,,,"2,32",$0
GRAPAS # W14A,,,,0,0,IMPORTADA GRAPA ,,,,$3.016,$10.000,,,"2,32",$0
GUANTE LATEX L X10,,,,0,0,,,12,,,,,,,
"Guantes Esteril 6,5 x caja ",new stetic $1095  ALLERS $1428 MUNDIAL X50 $840,,,,,ALLERS- RAMON - new stetic MUNDIAL,0,,,$1.884,$3.000,,,"0,59",$0
Guantes Esteril 7 x caja ,new stetic $1452 Allers $1428,,,,,ALLERS- RAMON - new stetic MUNDIAL,0,,,$1.884,$3.000,,,"0,59",$0
"Guantes Esteril 7,5 x caja ",Allers $1428,,,,,ALLERS- RAMON - new stetic MUNDIAL,0,,,$1.884,$3.000,,,"0,59",$0
Guantes Esteril 8 x caja ,new stetic $1452 Allers $1428,,,,,ALLERS- RAMON - new stetic MUNDIAL,0,,,$1.884,$3.000,,,"0,59",$0
Guantes genérico biofit POLLO ,,,,0,,clay centro,,,,$1.133,$4.000,,,"2,53",$0
Guantes genérico biofit POLLO ,,,,0,0,Representaciones lastra,,,,$1.887,$4.000,,,"1,12",$0
Guantes latex M,"(ABR/25) Abraham $15,232 // la muela $14,756// Gab Vel $14000// Daza $16,374 //New Stetic $14,756//mundial $12,500",,,,,NEW STETIC LA MUELA ABRAHAM DAZA GAB VEL RAMON MUNDIAL,0,,,$14.280,$24.000,,$18.000,"0,68",$0
Guantes latex S,"(ABR/25) Abraham $15,232 // la muela $14,756// Gab Vel $14000// Daza $16,374 //New Stetic $14,756//mundial $12,500",,,,,NEW STETIC LA MUELA ABRAHAM DAZA GAB VEL RAMON MUNDIAL,0,,,$14.280,$24.000,,$18.000,"0,68",$0
